uuid,class,order,family,genus,species,common_name,description
b69e7939-8a24-47bd-bb83-9825eec19bc1,aves,passeriformes,artamidae,cracticus,torquatus,grey butcherbird,"The grey butcherbird is a widely distributed species endemic to Australia. It occurs in a range of different habitats including arid, semi-arid and temperate zones. It is found across southern Australia, but is absent from the deserts of central Australia and the monsoon tropics of northern Australia. It has a characteristic rollicking birdsong. It appears to be adapting well to city living, and can be encountered in the suburbs of many Australian cities including Brisbane, Melbourne, Perth, Sydney and Hobart. The grey butcherbird preys on small vertebrates including other birds."
b69eb786-5d5b-4196-9a15-200cc204afa2,aves,passeriformes,dicruridae,dicrurus,leucophaeus,ashy drongo,"The ashy drongo is a species of bird in the drongo family Dicruridae. It is found widely distributed across eastern and Southeast Asia, with several populations that vary in the shade of grey, migration patterns and in the size or presence of white patches around the eye."
b6d042c3-18c0-4f58-a4ca-e15f9f99087c,aves,piciformes,picidae,sphyrapicus,thyroideus,williamson's sapsucker,Williamson's sapsucker is a medium-sized woodpecker belonging to the genus Sphyrapicus (sapsuckers).
b7011933-4542-4b5d-8a99-bf195744b5f2,aves,passeriformes,corvidae,,,corvidae family,
b70f98db-6fa0-4b0b-9bba-a4eb60046099,aves,passeriformes,acrocephalidae,nesillas,,nesillas species,
b72e9e54-9d97-4267-a501-77484125496d,mammalia,didelphimorphia,didelphidae,philander,,philander species,
b75a77ee-b3ff-4b98-b75e-ef513778096d,aves,passeriformes,thraupidae,saltator,coerulescens,grayish saltator,"Greyish saltator has been split into three species:Bluish-grey saltator or Amazonian grey saltator – tropical and subtropical South America
Cinnamon-bellied saltator or northern grey saltator – Mexico and Central America
Olive-grey saltator or Caribbean grey saltator – northern South America and Trinidad
"
b7726fc8-e49b-4b90-aa3c-9ba5906327b1,mammalia,rodentia,muridae,colomys,,colomys species,
b776f374-c2e6-400b-a7a7-6d2e4644e53f,aves,passeriformes,cardinalidae,piranga,,piranga species,
b77d7237-243a-490e-b547-90e52983c23a,aves,charadriiformes,scolopacidae,scolopax,rusticola,eurasian woodcock,"The Eurasian woodcock is a medium-small wading bird found in temperate and subarctic Eurasia. It has cryptic camouflage to suit its woodland habitat, with reddish-brown upperparts and buff-coloured underparts. Its eyes are set far back on its head to give it 360-degree vision and it probes in the ground for food with its long, sensitive bill, making it vulnerable to cold weather when the ground remains frozen."
b78b2bd7-4ccd-4fd7-8519-9462b884537d,aves,columbiformes,columbidae,chalcophaps,longirostris,brown-capped emerald dove,"The Pacific emerald dove or brown-capped emerald dove is a pigeon which is a widespread resident breeding bird in the tropical and sub-tropical parts of Indonesia, northern and eastern Australia, Timor-Leste, and Papua New Guinea. It was formerly conspecific with the common emerald dove."
b79b5d82-187b-4743-9ea7-0b6b627e3036,reptilia,squamata,pythonidae,antaresia,stimsoni,stimson's python,"Children's python is a species of nonvenomous snake in the family Pythonidae. The species is named after John George Children. It is a nocturnal species occurring in the northern half of Australia and generally found on the ground, although it often climbs trees. Usually growing to about 1.0 m (3 ft) in length or more depending on the polymorphic variant, it is typically a reddish-brown colour, darker on the upper surface, and with many darker blotches, especially on younger specimens. The Stimson's python variant has much stronger and more variable colours; often being adorned with reddish-brown to chocolate blotches against lighter tan. It feeds mostly on small mammals and birds, and as with other pythons, it constricts its prey before swallowing it whole. It is a popular pet among reptile enthusiasts."
b79e9803-7c66-4f66-a051-c1b74dcf00d7,aves,passeriformes,muscicapidae,melaenornis,ardesiacus,yellow-eyed black-flycatcher,The yellow-eyed black flycatcher is a small passerine bird of the genus Melaenornis in the flycatcher family Muscicapidae native to the Albertine Rift montane forests.
b7b7f690-2173-4502-972a-d1df387e96ed,aves,passeriformes,thamnophilidae,sakesphorus,,sakesphorus species,
b7bf8e21-6d33-492a-b217-0b34ced905c8,aves,passeriformes,thamnophilidae,myrmelastes,,myrmelastes species,
b7f162c7-1d82-4533-9cc8-bd0c2c7e3bbe,aves,gruiformes,rallidae,hypotaenidia,philippensis,buff-banded rail,"The buff-banded rail is a distinctively coloured, highly dispersive, medium-sized rail of the rail family, Rallidae. This species comprises several subspecies found throughout much of Australasia and the south-west Pacific region, including the Philippines, New Guinea, Australia, New Zealand, and numerous smaller islands, covering a range of latitudes from the tropics to the subantarctic."
b7f4854c-b8f6-4d69-900d-9882fade07d7,mammalia,macroscelidea,macroscelididae,petrodromus,,petrodromus species,
b81a660b-8fdb-4aa9-8aa7-89d7fe22bcff,aves,passeriformes,pycnonotidae,bleda,syndactylus,red-tailed bristlebill,"The red-tailed bristlebill or common bristlebill, is a species of songbird in the bulbul family, Pycnonotidae.
It is widely present throughout the African tropical rainforest. It prefers primary over secondary forests."
b81ecc6d-929f-4e63-82af-1e6137d6710a,aves,passeriformes,muscicapidae,pogonocichla,stellata,white-starred robin,"The white-starred robin is a species of bird in the Old World flycatcher and chat family Muscicapidae. It is also sometimes more simply called the starred robin. It is monotypic within the genus Pogonocichla. There are around twelve subspecies. The species is found in East and southern Africa. It occurs in forested areas in the Afromontane of sub-Saharan Africa. It is a brightly coloured robin with a bright yellow breast and belly, a slate coloured head with spots on the eyes and throat and blueish wings."
b838ac2f-73cc-4b5a-a737-459c3dbaac48,mammalia,rodentia,dipodidae,,,dipodidae family,
b83fd90b-0792-492c-97c8-c599d5a9f75b,mammalia,dasyuromorphia,dasyuridae,sminthopsis,fuliginosus,sooty dunnart,"The sooty dunnart is a species of dunnart found in Western Australia. It is one of the least-known of the dunnarts, with the IUCN classifying it as data deficient. It was formerly believed to be a subspecies of the common dunnart."
b84a242f-46e8-4523-8c7f-c75b0a2ed4e4,mammalia,cetartiodactyla,tragulidae,,,mouse-deer family,
b84b365a-b420-4164-85a1-124afc96f1d7,aves,pelecaniformes,threskiornithidae,lophotibis,cristata,madagascar crested ibis,"The Madagascar ibis, also known as the Madagascar crested ibis, white-winged ibis or crested wood ibis, is a medium-sized, brown-plumaged ibis. It has bare red orbital skin, yellow bill, red legs, white wings and its head is partially bare with a dense crest of green or gloss blue and white plumes on the nape. The Madagascar ibis is the only member of the genus Lophotibis."
b84ddfd4-ddeb-4886-962f-c53174f9a52d,aves,accipitriformes,accipitridae,rostrhamus,,rostrhamus species,
b867c6b1-6391-42a2-87d9-094de260a70a,mammalia,diprotodontia,macropodidae,macropus,eugenii,tammar wallaby,"The tammar wallaby, also known as the dama wallaby or darma wallaby, is a small macropod native to South and Western Australia. Though its geographical range has been severely reduced since European colonisation, the tammar wallaby remains common within its reduced range and is listed as ""Least Concern"" by the International Union for Conservation of Nature (IUCN). It has been introduced to New Zealand and reintroduced to some areas of Australia where it had been previously extirpated. Skull variations differentiate between tammar wallabies from Western Australia, Kangaroo Island, and mainland South Australia, making them distinct population groups."
b86e2e10-ee3b-441f-a3d2-4e422116e361,aves,columbiformes,columbidae,columba,oenas,stock dove,"The stock dove is a species of bird in the family Columbidae, the doves and pigeons. It is widely distributed in the western Palearctic, north to central Scandinavia and south to northwest Africa. Western and southern populations are resident, while northeastern populations are migratory to avoid the colder winters there. It is the type species of the genus Columba."
b8b7bb82-2ab8-440e-b1d8-52873ceb0261,aves,passeriformes,petroicidae,petroica,,petroica species,
b8b9d6cf-88e7-42e8-8c94-669b7ab1486a,mammalia,rodentia,cricetidae,neotoma,cinerea,bushy-tailed woodrat,"The bushy-tailed woodrat, or packrat is a species of rodent in the family Cricetidae found in Canada and the United States.
Its natural habitats are boreal forests, temperate forests, dry savanna, temperate shrubland, and temperate grassland."
b8d01915-c527-4316-999a-d3160a3f1d5b,aves,passeriformes,monarchidae,terpsiphone,,terpsiphone species,
b8d04162-d2f4-4bea-8006-270426c99bc3,mammalia,carnivora,mustelidae,arctonyx,,arctonyx species,
b8fcd6ad-a58e-4d68-9661-0a7c4fe537fa,mammalia,rodentia,sciuridae,eutamias,sibiricus,siberian chipmunk,"The Siberian chipmunk, also called common chipmunk, is a species of chipmunk native to northern Asia from central Russia to China, Korea, and Hokkaidō in northern Japan. It was imported from South Korea and introduced in Europe as a pet in the 1960s."
b9198f3e-b7dd-4fdc-825c-60adc24b365e,aves,accipitriformes,accipitridae,nisaetus,nanus,wallace's hawk-eagle,"Wallace's hawk-eagle is a species of bird of prey in the family Accipitridae. It is found in Kra Isthmus, Malay Peninsula, Sumatra and Borneo. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss and trade. It is among the smallest eagles in the world at about 46 cm (18 in) long and weighing 500–610 g (1.10–1.34 lb)."
b9218db3-61df-475b-9165-1712e6f1f531,aves,coraciiformes,momotidae,momotus,,momotus species,
b92970dd-2355-4ecc-afe9-429d9c5c1e4c,aves,cuculiformes,cuculidae,crotophaga,ani,smooth-billed ani,"The smooth-billed ani is a bird in the cuckoo family. It is a resident breeding species from southern Florida, the Caribbean, parts of Central America, south to western Ecuador, Brazil, northern Argentina and southern Chile. It was introduced to Galápagos around the 1960s and is potentially impacting native and endemic species across the archipelago."
b93163cf-62fa-4871-a31b-a78d14d6c14a,aves,passeriformes,thamnophilidae,rhegmatorhina,,rhegmatorhina species,
b933353d-c69d-41a2-a0ee-a9eaf54f97b5,mammalia,primates,tarsiidae,,,tarsiidae family,
b94519e5-e6bf-4ee8-86e9-9a6911722667,aves,passeriformes,paradisaeidae,,,paradisaeidae family,
b94e80cb-b8ec-4aa3-98a9-7a5820721a47,mammalia,diprotodontia,macropodidae,thylogale,stigmatica,red-legged pademelon,The red-legged pademelon is a species of small macropod found on the northeastern coast of Australia and in New Guinea. In Australia it has a scattered distribution from the tip of Cape York Peninsula in Queensland to around Tamworth in New South Wales. In New Guinea it is found in south central lowlands.
b9695409-b6e8-4baa-af7c-8b8d0c8025aa,aves,passeriformes,dicaeidae,dicaeum,trigonostigma,orange-bellied flowerpecker,"The orange-bellied flowerpecker is a species of bird in the family Dicaeidae. It is found in Bangladesh, Brunei,Indonesia, Malaysia, Myanmar, the Philippines, Singapore, and Thailand."
b96bfe58-08cb-4d16-88cb-ce0b40d7e895,reptilia,squamata,agamidae,pogona,vitticeps,central bearded dragon,"The central bearded dragon, also known as the inland bearded dragon, is a species of agamid lizard found in a wide range of arid to semiarid regions of eastern and central Australia."
b981f385-3d31-4c64-8bc8-ed28b38fa641,aves,passeriformes,climacteridae,,,climacteridae family,
b9a63b56-0ea2-4932-8cc8-75bcc7ef5943,mammalia,rodentia,muridae,notomys,,notomys species,
b9a7f328-3bb9-4326-9665-cc8ab5d870e1,mammalia,rodentia,sciuridae,marmota,monax,woodchuck,"The groundhog, also known as the woodchuck, is a rodent of the family Sciuridae, belonging to the group of large ground squirrels known as marmots. 
A lowland creature of North America, it is found through much of the Eastern United States, across Canada and into Alaska. 
It was given its scientific name as Mus monax by Carl Linnaeus in 1758, based on a description of the animal by George Edwards, published in 1743."
b9aeb369-cc41-4303-9b95-edcd7bcc8ff6,mammalia,cetartiodactyla,cervidae,blastocerus,dichotomus,marsh deer,The marsh deer is a species of deer native to South America. It is the largest living species of South American deer. This is the only species in the genus Blastocerus.
b9b3b186-d8ee-41c1-9132-23d1b83adef9,aves,accipitriformes,accipitridae,harpia,,harpia species,
b9d67be7-fccd-4d37-a5e3-6a8ec4119c58,mammalia,eulipotyphla,erinaceidae,paraechinus,aethiopicus,desert hedgehog,The desert hedgehog is a species of mammal in the family Erinaceidae.
b9d69b11-b471-42ab-b04f-94137608b9df,aves,passeriformes,turdidae,turdus,cardis,japanese thrush,"The Japanese thrush is a species of bird in the thrush family Turdidae. The species is also known as the grey thrush or the Japanese grey thrush. The species was once split into two subspecies, with birds breeding in China being treated as the subspecies T. c. lateus,, but today differences are attributed to natural variation and the species is treated as being monotypic."
b9d71614-e824-48df-93bd-162af5675912,mammalia,rodentia,sciuridae,xerus,,xerus species,
b9f145ef-bd00-4d66-93ba-6e3fb4e51e9f,aves,strigiformes,strigidae,bubo,virginianus,great horned owl,"The great horned owl, also known as the tiger owl or the hoot owl, is a large owl native to the Americas. It is an extremely adaptable bird with a vast range and is the most widely distributed true owl in the Americas. Its primary diet is rabbits and hares, rats and mice, and voles; it remains one of the few regular predators of skunk. Hunting also includes rodents, larger mid-sized mammals, birds, reptiles, amphibians, and invertebrates."
ba17b36e-69d6-487b-a50a-a99adc93346d,aves,passeriformes,muscicapidae,alethe,castanea,fire-crested alethe,"The fire-crested alethe is a species of bird in the Old World flycatcher family Muscicapidae. It is found in central Africa, from Nigeria to Uganda. Its natural habitat is subtropical or tropical moist lowland forests."
ba561f55-7340-4981-8419-bec407bf0827,aves,passeriformes,muscicapidae,enicurus,,enicurus species,
ba76d46e-25de-45e2-90a8-bd279b650f7c,mammalia,carnivora,felidae,lynx,rufus,bobcat,"The bobcat, also known as the wildcat, bay lynx, or red lynx, is one of the four extant species within the medium-sized wild cat genus Lynx. Native to North America, it ranges from southern Canada through most of the contiguous United States to Oaxaca in Mexico. It is listed as Least Concern on the IUCN Red List since 2002, due to its wide distribution and large population. Although it has been hunted extensively both for sport and fur, populations have proven stable, though declining in some areas."
ba799fc7-6aad-455e-87a8-1f09ad5c71e4,mammalia,carnivora,viverridae,chrotogale,owstoni,owston's civet,"Owston's palm civet is a viverrid native to Vietnam, Laos and a very small portion of southern China, in three counties located in the Yunnan province: Hekou, Luchun, and Jinping, and has never been found west of the Mekong River. It is listed as endangered on the IUCN Red List because of an ongoing population decline, estimated to be more than 50% over the last three generations, inferred from over-exploitation, habitat destruction and degradation."
ba932016-44f8-498b-b3ce-853fb17e4c04,mammalia,carnivora,mustelidae,lutrogale,perspicillata,smooth-coated otter,"The smooth-coated otter is a freshwater otter species from regions of South and Southwest Asia, with the majority of its numbers found in Southeast Asia. It has been ranked as ""vulnerable"" on the IUCN Red List since 1996, as it is threatened by habitat loss, pollution of wetlands and poaching for the illegal wildlife trade. As the common name indicates, its fur is relatively smooth, and somewhat shorter in length than that of other otter species."
ba9611a3-432b-472e-91d7-4578b6f78478,aves,charadriiformes,burhinidae,burhinus,capensis,spotted thick-knee,"The spotted thick-knee, also known as the spotted dikkop or Cape thick-knee, is a wader in the family Burhinidae. It is native to tropical regions of central and southern Africa."
ba9cb645-df62-4016-957a-e42cb50af003,mammalia,diprotodontia,petauridae,petaurus,norfolcensis,squirrel glider,The squirrel glider is a nocturnal gliding possum and is one of the wrist-winged gliders of the genus Petaurus.
baa2ae6a-296c-4d2c-9dba-547ba58ecb42,aves,passeriformes,timaliidae,mixornis,,mixornis species,
bab83cdb-9bcc-4364-9bd1-c9e21b654a42,mammalia,didelphimorphia,didelphidae,caluromys,,caluromys species,
babb333d-838f-4f37-aa17-b8cd38052ffc,aves,passeriformes,artamidae,gymnorhina,tibicen,australian magpie,"The Australian magpie is a black and white passerine bird native to Australia and southern New Guinea, and introduced to New Zealand, and the Fijian island of Taveuni. Although once considered to be three separate species, it is now considered to be one, with nine recognised subspecies. A member of the Artamidae, the Australian magpie is placed in its own genus Gymnorhina and is most closely related to the black butcherbird. It is not closely related to the Eurasian magpie, which is a corvid."
bacd0f65-ebda-4955-9fbe-53521b5f3797,aves,passeriformes,pardalotidae,pardalotus,,pardalotus species,
bae0de0f-53ea-4504-8b4e-1b710b27e327,aves,accipitriformes,accipitridae,leptodon,,leptodon species,
bb082446-52b9-4085-b43b-fee020807540,mammalia,lagomorpha,leporidae,lepus,insularis,black jackrabbit,"The black jackrabbit is a species of mammal in the family Leporidae. Endemic to Mexico, its only known location is Espiritu Santo Island in the Gulf of California. The IUCN has listed this species as a ""vulnerable species"" because of its restricted range. This taxon is regarded by some authorities as being a subspecies of the black-tailed jackrabbit, found on the mainland of Mexico."
bb2c0674-6b2b-430f-8762-df186ec71098,mammalia,carnivora,felidae,felis,,felis species,
bb36ee82-dcd7-4eba-b521-2aac634bb808,aves,accipitriformes,accipitridae,buteo,ridgwayi,ridgway's hawk,"Ridgway's hawk is a bird of prey in the family Accipitridae endemic to the island of Hispaniola in the Caribbean. It is classified as Critically Endangered because of habitat destruction and human persecution in the Dominican Republic; however, due to conservation efforts, the population is now increasing."
bb39ae3d-a601-46c7-9f1a-0a664631b8da,aves,coraciiformes,coraciidae,,,coraciidae family,
bb760a40-8e3c-427b-8eaa-c4c40280129e,aves,galliformes,cracidae,pipile,pipile,trinidad piping-guan,"The Trinidad piping guan locally known as the pawi, is a bird in the chachalaca, guan and curassow family Cracidae, endemic to the island of Trinidad. It is a large bird, somewhat resembling a turkey in appearance, and research has shown that its nearest living relative is the blue-throated piping guan from South America. It is a mainly arboreal species feeding mostly on fruit, but also on flowers and leaves. At one time abundant, it has declined in numbers and been extirpated from much of its natural range and the International Union for Conservation of Nature has rated the bird as ""critically endangered""."
bb8fd324-167e-4246-a00e-d17f692e58ae,aves,bucerotiformes,bucerotidae,lophoceros,alboterminatus,crowned hornbill,The crowned hornbill is an African hornbill.
bbafe791-3129-4ac8-8118-321d43239a3b,mammalia,rodentia,sciuridae,sundasciurus,lowii,low's squirrel,Low's squirrel is a species of rodent in the family Sciuridae. It is found in Borneo and nearby islets. Its former subspecies S. l. robinsoni from Sumatra and the Malay Peninsula and S. l. natunensis from the Natuna islands have recently been given species status.
bbbbaa97-e40a-42ba-867a-64152c66b6d0,aves,coraciiformes,momotidae,baryphthengus,martii,rufous motmot,"The rufous motmot is a near-passerine bird in the family Momotidae. It is found from northeastern Honduras south to western Ecuador, northern Bolivia, and western Brazil."
bbc17742-a5af-4a50-a6c5-ece02575260f,aves,charadriiformes,charadriidae,charadrius,,charadrius species,
bbd297bf-d8d3-4119-9aa8-d7f00072e38b,aves,gruiformes,,,,gruiformes order,
bbe2362c-2d06-458f-96aa-03ad6bd24cc5,mammalia,peramelemorphia,peramelidae,isoodon,obesulus,southern brown bandicoot,"The southern brown bandicoot is a short-nosed bandicoot, a type of marsupial, found mostly in southern Australia. A subspecies in Western Australia is also known as the quenda in South Western Australia. This subspecies was elevated to species in 2018."
bbe7582b-2fc4-486e-a84b-81e7c7c3ea27,aves,cuculiformes,cuculidae,coua,caerulea,blue coua,"The blue coua is a species of bird in the cuckoo family, Cuculidae. It is endemic to the island of Madagascar."
bbebbf66-9308-4342-a074-f2423957b28f,mammalia,primates,lemuridae,hapalemur,aureus,golden bamboo lemur,"The golden bamboo lemur, bokombolomena or varibolomena in Malagasy, is a medium-sized bamboo lemur endemic to south-eastern Madagascar."
bbf1de08-7f3b-4d34-8b2e-db14072df8bd,aves,strigiformes,strigidae,strix,aluco,tawny owl,"The tawny owl, also called the brown owl, is a stocky, medium-sized owl in the family Strigidae. It is commonly found in woodlands across Europe, as well as western Siberia, and has seven recognized subspecies. The tawny owl's underparts are pale with dark streaks, whilst its upper body may be either brown or grey. The tawny owl typically makes its nest in a tree hole where it can protect its eggs and young against potential predators. It is non-migratory and highly territorial: as a result, when young birds grow up and leave the parental nest, if they cannot find a vacant territory to claim as their own, they will often starve."
bbf66e50-396a-4899-8193-f3cccf939764,aves,passeriformes,passerellidae,atlapetes,,atlapetes species,
bc0178de-d331-4a6e-84d7-f6e8d55b966d,mammalia,primates,cercopithecidae,macaca,,macaque species,
bc0ac9e4-2890-425a-a0d0-030f24820827,aves,pelecaniformes,ardeidae,ixobrychus,exilis,least bittern,"The least bittern is a small heron, the smallest member of the family Ardeidae found in the Americas. This species was formerly placed in the genus Ixobrychus."
bc16f470-659d-4130-9602-f1a56f93c923,mammalia,carnivora,viverridae,viverra,,viverra species,
bc2b3bcd-a99d-4c80-8c5e-f844ed7e6524,mammalia,carnivora,herpestidae,crossarchus,obscurus,common cusimanse,"The common kusimanse, also known as the long-nosed kusimanse or simply kusimanse, is a small, diurnal member of the Mungotinae."
bc402390-cad2-4bd9-93b1-a3a7aef7adb4,mammalia,rodentia,sciuridae,microsciurus,,microsciurus species,
bc46950c-7e01-4988-b719-23ff5076dc1a,aves,passeriformes,hirundinidae,alopochelidon,fucata,tawny-headed swallow,"The tawny-headed swallow is a species of bird in the family Hirundinidae. It is the only species placed in the genus Alopochelidon. It is found in Argentina, Bolivia, Brazil, Colombia, Falkland Islands, Paraguay, Peru, Uruguay, and Venezuela, where its natural habitats are dry savanna and subtropical or tropical seasonally wet or flooded lowland grassland."
bc57c890-5c18-4120-aac2-1a30badbc651,mammalia,cetartiodactyla,bovidae,capra,nubiana,nubian ibex,"The Nubian ibex is a desert-dwelling goat species found in mountainous areas of northern and northeast Africa, and the Middle East. It was historically considered to be a subspecies of the Alpine ibex, but is now considered a distinct species. The wild population is estimated at 4,500 mature individuals, and it is classified as vulnerable."
bc6d9735-9365-408f-932a-34ad65855f8b,aves,accipitriformes,accipitridae,hieraaetus,,hieraaetus species,
bcba6f7f-0907-4f96-9af7-14108da6be0f,mammalia,rodentia,spalacidae,rhizomys,,rhizomys species,
bccc3196-55ee-4ae0-ae63-ee22d6da576e,mammalia,carnivora,viverridae,arctogalidia,,arctogalidia species,
bcf10da0-9b0d-4121-aafb-d5a163e93468,aves,passeriformes,ptilonorhynchidae,ailuroedus,,ailuroedus species,
bd0e2290-0028-437d-aa65-383d3db559b7,aves,passeriformes,troglodytidae,cantorchilus,leucotis,buff-breasted wren,"The buff-breasted wren is a species of bird in the family Troglodytidae. It is found in the Amazon Basin of northern Brazil and Amazonian Colombia, Ecuador, Peru and northern-border Bolivia, and also the Guianan countries of Guyana, Suriname, and French Guiana. It occurs in non-Amazonian regions of Venezuela and Colombia and its range extends into eastern Panama."
bd1f2d88-7e64-4f2a-9170-43005cee2b8c,mammalia,cetartiodactyla,bovidae,raphicerus,,raphicerus species,
bd2da9ff-db8f-4dfd-8bc7-01fc060d9bb3,aves,bucerotiformes,bucerotidae,aceros,nipalensis,rufous-necked hornbill,"The rufous-necked hornbill is a species of hornbill in Bhutan, northeastern India, especially in Arunachal Pradesh, Indian Subcontinent and Southeast Asia. It is locally extinct in Nepal due to hunting and significant loss of habitat. There are less than 10,000 adults left in the wild. With a length of about 117 cm (46 in), it is among the largest Bucerotine hornbills. The underparts, neck and head are pigmented as a rich rufous in the male, but black in the female."
bd335502-4199-4eff-8e5e-471d7fabf3eb,mammalia,carnivora,procyonidae,,,coati family,
bd42604b-3278-4fd4-b2e5-fbfff0fe7dea,mammalia,primates,cercopithecidae,cercopithecus,cephus,moustached monkey,
bd498c7d-021a-43ac-950c-83351a70d247,aves,passeriformes,paridae,melaniparus,fasciiventer,stripe-breasted tit,"The stripe-breasted tit is a species of bird in the family Paridae.
It is native to the Albertine Rift montane forests."
bd53c080-cdd8-4fb9-b5f3-fe921fa44dd5,aves,gruiformes,rallidae,aramides,,aramides species,
bd7cd5c0-8085-41fe-b832-f64ca734025a,aves,passeriformes,artamidae,artamus,personatus,masked woodswallow,Masked woodswallow is a species of bird in the family Artamidae.
bdd0aca9-117d-4ae9-a2d9-0ee726cfef91,aves,psittaciformes,psittacidae,platycercus,eximius,eastern rosella,"The eastern rosella is a parrot native and endemic to south-eastern Australia. It was first introduced to New Zealand in cages, which then both intentionally released and accidentally escaped into the wild and has been found establishing mainly in the North Island and in the hills around Dunedin in the South Island since the early 20th century."
bdd7a334-6fb4-417f-b660-3777c1c74df6,aves,anseriformes,anatidae,cygnus,olor,mute swan,"The mute swan is a species of swan and a member of the waterfowl family Anatidae. It is native to much of Eurasia and the far north of Africa. It is an introduced species in North America, home to the largest populations outside of its native range, with additional smaller introductions in Australasia and Southern Africa. The name ""mute"" derives from it being less vocal than other swan species. Measuring 125 to 160 cm in length, this large swan is wholly white in plumage, with an orange beak bordered with black. It is recognisable by its pronounced knob atop the beak, which is larger in males."
bde4fda0-ef8f-4d89-97a8-96777337864e,aves,passeriformes,rhipiduridae,rhipidura,albiscapa,grey fantail,"The grey fantail is a small insectivorous bird. There is no sexual dimorphism. It is a common fantail found in Australia, the Solomon Islands, Vanuatu and New Caledonia. The species is considered by many to be conspecific with the New Zealand fantail ; however, differences in its calls lead some authorities to treat it as a separate species. The studies of grey fantail in 1999 by Richard Schodde and Ian Mason recommended that Tasmanian grey fantail was formally classified as R. albiscapa and New Zealand fantails populations as R. fuliginosa"
bdec6e23-f314-4089-ab97-034e6af1f9e7,aves,gruiformes,rallidae,mentocrex,,mentocrex species,
bdefee31-fd38-4434-8671-0d085b8d2df3,aves,passeriformes,artamidae,strepera,versicolor,grey currawong,"The grey currawong is a large passerine bird native to southern Australia, including Tasmania. One of three currawong species in the genus Strepera, it is closely related to the butcherbirds and Australian magpie of the family Artamidae. It is a large crow-like bird, around 48 cm (19 in) long on average; with yellow irises, a heavy bill, dark plumage with white undertail and wing patches. The male and female are similar in appearance. Six subspecies are recognised and are distinguished by overall plumage colour, which ranges from slate-grey for the nominate from New South Wales and eastern Victoria and subspecies plumbea from Western Australia, to sooty black for the clinking currawong of Tasmania and subspecies halmaturina from Kangaroo Island. All grey currawongs have a loud distinctive ringing or clinking call."
bdf23abe-9419-4ed2-bc55-c9e8b6645285,mammalia,rodentia,muridae,mus,minutoides,pygmy mouse,"Pygmy mouse may refer to:Baiomys, a North American genus:
Northern pygmy mouse 
Southern pygmy mouse 
Nannomys, an African subgenus:
Desert pygmy mouse 
African pygmy mouse, South African Pygmy Mouse, or just Pygmy Mouse 
Subsaharan pygmy mouse 
Free State pygmy mouse 
Setzer's pygmy mouse 
Thomas's pygmy mouse 
Gray-bellied pygmy mouse 
Pygmy mouse (mutant) (pg), a mutant strain of the laboratory mouse

"
be14dac9-e7b8-496a-a187-a6c70580c4c6,mammalia,primates,lemuridae,prolemur,simus,greater bamboo lemur,"The greater bamboo lemur, also known as the broad-nosed bamboo lemur and the broad-nosed gentle lemur, is a species of lemur endemic to the island of Madagascar."
be198a58-f6b1-41d1-9041-9556a67c9b4c,aves,galliformes,phasianidae,argusianus,,argusianus species,
be1f040c-93e8-487f-bbe7-1276d2e96422,aves,passeriformes,paridae,poecile,rufescens,chestnut-backed chickadee,"The chestnut-backed chickadee is a small passerine bird in the tit family, Paridae, native to western North America."
be1f6557-c4d3-4ee1-b4ed-fdbf05a41272,aves,anseriformes,anatidae,mergus,merganser,goosander,"The common merganser or goosander (Eurasian) is a large sea duck of rivers and lakes in forested areas of Europe, Asia, and North America. The common merganser eats mainly fish. It nests in holes in trees."
be331d42-a7bc-48c7-a3bf-e90dc30e5bc6,aves,bucerotiformes,bucerotidae,,,bucerotidae family,
be517a45-bf87-44d3-b244-a6f67baed089,aves,gruiformes,rallidae,porphyrio,,porphyrio species,
be5adc7a-0b88-4898-8d01-ed4f2f0d707e,aves,charadriiformes,charadriidae,vanellus,coronatus,crowned lapwing,"The crowned lapwing, or crowned plover, is a bird of the lapwing subfamily that occurs contiguously from the Red Sea coast of Somalia to southern and southwestern Africa. It is an adaptable and numerous species, with bold and noisy habits. It is related to the more localized black-winged and Senegal lapwings, with which it shares some plumage characteristics."
be61f42e-e1f2-48f6-927a-2659e2e78a42,mammalia,cetartiodactyla,cervidae,dama,mesopotamica,persian fallow deer,"The Persian fallow deer is a deer species once native to all of the Middle East, but currently only living in Iran and Israel. It was reintroduced in Israel. It has been listed as endangered on the IUCN Red List since 2008. After a captive breeding program, the population has rebounded from only a handful of deer in the 1960s to over a thousand individuals."
be66aa1c-1f20-450d-98d4-bb4490de8c13,mammalia,carnivora,mephitidae,mydaus,marchei,palawan stink-badger,
be9f497e-7611-43eb-b3a4-68f212900d4f,aves,passeriformes,parulidae,setophaga,,setophaga species,
beb5ad27-b9a2-4c6c-9d53-d23123fbaf03,aves,passeriformes,muscicapidae,ficedula,,ficedula species,
beb6744b-2163-4a06-970f-39074ec51599,aves,galliformes,phasianidae,centrocercus,urophasianus,greater sage grouse,"The greater sage-grouse, also known as the sagehen, is the largest grouse in North America. Its range is sagebrush country in the western United States and southern Alberta and Saskatchewan, Canada. It was known as simply the sage grouse until the Gunnison sage-grouse was recognized as a separate species in 2000. The Mono Basin population of sage grouse may also be distinct."
